No1,No2,No3,No4,No5
-120.8159671996361,-127.08304166089265,-89.08123923610599,-111.38930136741256,-86.64666844026678
-32.16566474313573,-26.291471772382625,-33.59723159582805,-16.608203283234317,-29.260748618361603
10.235471054080394,20.068476935884462,15.352340772096404,23.26258859873507,25.600335511981665
-24.833293798885617,-36.44324683133758,-27.678550142534025,-33.44043367146963,-24.704453424980063
-2.9736314149892076,-0.44082943655351464,-3.5159385001605337,-1.8099896758159209,-8.411470436131832
1.2656596664928903,6.4096009431362875,3.857687679291286,0.5956503996050053,0.6195913371553913
-1.5335744955550366,-0.7257493086288226,-0.5504412799187083,3.3291840645950592,-5.944126969777502
11.087478189630005,9.37383720975826,4.8093480162873465,11.092220418147615,0.16601501999736504
-7.337111438447902,-8.610359319593067,-6.493321805467237,-7.569683675417894,-3.5528186787823834
6.412847868898681,8.052520010488742,8.470335880737892,0.991294548559878,9.841517279297047
4.8814151566028325,-2.235652897932305,0.028621956882476575,-0.5939573651787385,4.073163298123804
1.6821067856958192,0.42000823795958403,-1.562610270362735,0.7925223427082695,2.010824865573161
10.394879779002665,7.753387434143864,3.5763278151887143,5.895781979340616,1.6766274091314453
-4.081556055884957,-3.2019999464844826,-2.6901908653080757,-6.326927387386279,-0.3507765994156101
5.948811530533937,5.734685644459196,2.0424428041178193,-0.9456960367151764,2.352157306594778
-6.404927964355089,-4.054145356630639,-4.958795500394515,-3.521455306884204,-3.4368816634642556
-0.21430477775906986,-2.642431616631025,-0.2634564049025221,-0.48858755329385045,-1.212625038098013
-5.0063850162399675,-5.87957390874549,-4.796623183973654,-1.7157547319550437,-4.759009893219075
-0.770757841539921,-1.6744848816000744,-2.047531287377583,0.5479349112621178,1.2894664247648455
0.15446502851717217,3.575546399251989,0.3833497729499497,0.8145348829118527,-4.85395632732239
11.99560823455419,18.427126514922,7.986107039201268,11.079348092508043,10.170715747773833
-2.914151524288227,-4.9155513567001945,-1.783141679077171,-1.1402985619965555,-3.2917309188721604
4.226788288893668,5.053602364764282,2.5057161661676375,1.847281391810497,1.220314427346548
-3.538139827594021,-3.851208710219373,-1.6627724948824678,-4.082721908293831,-3.0157471991105735
3.5271003081992705,1.8902359457382252,-0.23474352636482163,0.5082097308884499,-2.6275700405799594
0.9560397643733569,-2.3859783909157786,-1.5629641212254328,-0.5320873589235987,-2.3672449131445217
2.2053887173863607,4.765728745227698,3.3258562790545603,0.8656622444672146,1.7791132369833693
-1.747759129371018,-5.6953651789093165,-4.0779887557173495,-0.10927328516337038,3.6441500044814266
-1.4114758789826516,-2.410317080288924,-1.41554471717476,-5.3608955350508625,-2.975344086201243
3.3400058739180043,0.5761356558171009,1.745923357482348,1.4566670318664539,7.201375491508992
-3.2703748546845515,-2.997170993982118,-3.944451102574072,-2.1395959435301664,-1.6175565944785113
3.2967535587101837,1.456086311413817,2.031072719752852,1.7904775931727284,-0.9272185751630946
-2.672932363907971,-1.7675379653429197,-1.961316076215231,-0.5643918546699153,-0.6935494763150931
-3.1673151905394166,-5.601081152555114,-2.3274029005513563,-4.19866990267033,-1.5468303767265794
0.6438653292937618,-0.5837452482774146,-0.06128049403773628,1.675373381353919,-5.512889740224095
2.337671797549008,-0.6541242604848769,0.2033229673124633,-0.5190954234251896,2.918952756910215
3.9180097688657964,1.9087206404693544,1.342113968462815,3.0564713238591255,2.1177827602584367
2.6801888830982694,6.281227814674381,3.6388542084939717,3.569534504033062,2.559634845740086
-1.0723663249893107,-2.2464210649123846,-0.3078416060296465,-0.8057668926150607,-1.9874319845920134
1.34364284738141,-2.06747895293336,-0.9440119165695287,1.2505732370261609,6.303402850471518
-1.4400255520030336,-1.0311668408176555,0.229776380967113,-0.09608100399232596,-0.9968604345999412
-1.0944837810690287,-2.993737232372936,-0.49500129788100544,1.2106328736229202,1.04990101418033
-3.111784196671346,-1.489344289533864,-0.39256337738359615,0.9550226950253999,-4.05444346287865
-0.7634700682563007,1.2884851711910361,0.7334152946160283,0.622323546160688,-2.136814804369557
2.133378145863023,-0.07473518995039632,1.038072688462968,0.9695206687252684,1.3020399201971489
-0.27313837594158785,0.11325521814248077,1.0032663949920915,1.0784191875459153,2.566552173162985
0.6234800629344792,-0.35994273182513153,-0.3263810260835747,1.5115010295620595,-0.22325144046687959
-1.492724680488893,-1.4966619564441637,-0.2626898067933555,-0.9129901298056653,-2.6355874650409343
1.5454046307029816,2.3181333204147934,2.170194191116601,0.9283612763356648,-1.5217577769419217
-1.736438599163662,1.922807279383913,0.8791758149755936,-1.0126342044413155,-3.75902329643206
0.6506915731475438,0.6615412644488652,0.498528249888739,-0.8010622343476381,1.6624181418780055
-0.15289837911171975,-1.0296746277934814,-0.7899772796912191,-3.354619618292724,0.26570530394530073
1.170048641414468,0.9835840186838897,0.08344400497275598,1.2394135033921003,-1.830286139481217
-0.14924767350618942,0.02986951094598511,0.7918692645012474,4.096085789712294,1.4775829565413818
1.633069925817525,2.353165522121025,0.9748148422187911,1.582209992960231,2.0269241640719327
0.5387528019103011,0.6073980460907891,0.9912240146772263,-0.6233770266116779,2.692325690314238
0.23173782441743046,-1.7651815075011648,0.2778736081516187,0.414637518316283,0.21564442657544985
1.936053834482062,0.7995490592813437,1.0799968368003112,1.8073015239614172,1.2017248633446003
0.40138299442628744,0.1846772236045755,-0.7229834245884477,0.6653637986294634,1.310022008346974
-1.4625668153228133,2.4946444868245963,-0.3890099638271419,0.308852859970921,0.4386352142680705
2.8475029217303898,1.972172071778666,2.081387136778378,0.9424835271030723,3.2970664946946195
1.6701652695822766,1.0766229920690074,-0.04114861762449053,2.527838561058779,2.855599529586854
-0.9010089237085452,-1.8979481658727024,-1.8630498309929209,-0.8815623405336529,0.74396031215217
0.41686063953313796,-1.49552868861043,0.13401351654824203,-1.0605943280291192,1.5213528231739184
0.4018836210829763,-0.4877137753791187,0.06615901968421999,1.4550503227689637,3.046043909552541
1.7466744254652709,1.7757683117123653,1.1413072011242897,-0.6485907914678013,1.2546950409323239
